248,5,11,1,186,9,15,16,5
246,13,199,1,10,4,5,12,2
243,7,15,9,6,184,0,13,9
241,7,18,2,4,10,7,5,188
238,8,12,3,4,2,242,0,7
236,180,12,7,17,5,11,7,7
233,16,9,159,1,7,15,12,3
231,13,4,4,16,4,6,9,175
226,11,11,2,0,181,5,6,10
