16, 15, 25, 29, 45, 43, 41, 36, 45.4
24, 21, 24, 22, 25, 46, 49, 39, 49.7
23, 26, 22, 20, 33, 37, 48, 41, 48.7
39, 27, 25, 36, 22, 38, 27, 36, 39.1
40, 46, 37, 29, 15, 28, 31, 24, 46.2
36, 38, 35, 28, 48, 30, 11, 26, 48.5
20, 22, 26, 22, 45, 46, 48, 21, 48.8
40, 47, 49, 12, 31, 35, 17, 19, 49.3
44, 43, 40, 20, 25, 19, 35, 24, 44.1
