169,25,18,48,22,5,18,23,10
121,18,15,21,13,5,4,23,22
132,6,17,10,36,22,16,20,5
112,38,21,17,11,7,9,5,4
119,20,10,16,9,14,9,19,22
126,11,18,6,5,9,64,15,8
130,11,15,18,15,7,10,22,32
120,11,11,54,6,14,18,4,2
114,11,8,5,18,23,5,23,21
127,23,18,6,22,29,8,14,7
