244,20,89,22,21,23,24,23,22
236,23,25,72,22,22,24,25,23
232,25,21,24,68,24,25,24,21
245,25,24,23,25,78,24,24,22
238,24,25,21,22,20,87,25,22
234,12,29,26,17,11,15,106,29
236,28,13,19,24,27,21,29,75
238,24,10,23,93,27,10,21,30
244,27,20,27,28,21,20,91,10
236,75,25,15,27,15,29,25,25
