4, 0, 3, 7, 1, 7, 0, 8, 0, 20, 20.10
12, 10, 2, 8, 0, 1, 7, 2, 9, 0, 12.1
1, 3, 1, 2, 0, 1, 1, 2, 2, 2, 3.2
0, 0, 4, 0, 16, 20, 0, 7, 0, 0, 20.6
20, 17, 0, 2, 0, 11, 6, 0, 0, 0 , 20.1
0, 11, 0, 17, 0, 13, 0, 9, 0, 0 , 17.4
0, 0, 16, 4, 0, 0, 0, 30, 0, 0 , 30.7
0, 17, 0, 0, 23, 0, 0, 10, 0, 0 , 23.5
4, 0, 0, 3, 0, 29, 5, 0, 9, 0 , 29.6
