77, 101, 168, 140, 30, 125, 54, 55, 168.2
81, 152, 80, 83, 173, 67, 80, 44, 173.5
157, 175, 26, 149, 27, 63, 47, 106, 175.2
125, 25, 142, 60, 56, 73, 57, 212, 212.8
17, 11, 129, 141, 203, 13, 206, 30, 206.7
23, 208, 197, 94, 52, 17, 48, 111, 208.2
57, 156, 15, 136, 181, 54, 121, 30, 181.5
58, 18, 156, 116, 186, 14, 88, 114, 186.5
192, 10, 43, 121, 86, 71, 152, 75, 192.1
