14, 9, 10, 8, 80, 15, 51, 63, 80.5
7, 11, 5, 5, 7, 67, 69, 79, 79.8
74, 64, 63, 11, 13, 8, 7, 10, 74.1
3, 10, 65, 83, 67, 5, 9, 8, 83.4
10, 8, 4, 6, 67, 74, 78, 3, 78.7
9, 15, 4, 17, 13, 56, 52, 84, 84.8
10, 78, 80, 66, 7, 4, 3, 2, 80.3
6, 12, 5, 8, 78, 68, 64, 9, 78.5
69, 83, 67, 6, 5, 7, 8, 5, 83.2
13, 5, 2, 10, 77, 80, 58, 5, 80.7
